CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,Average Grade,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W
36494,ACCY,201,Accounting and Accountancy I,ADA,DIS,120138,"Ledvora, Joseph A",2.88,1,7,4,6,4,3,2,4,2,0,4,0,0,0
36496,ACCY,201,Accounting and Accountancy I,ADB,DIS,120138,"Lin, Jonathan T",3.02,1,4,5,10,3,7,5,2,1,0,1,0,0,0
36499,ACCY,201,Accounting and Accountancy I,ADC,DIS,120138,"McNamara, Sean M",3.0,0,6,4,4,7,4,4,2,3,0,0,0,0,1
36502,ACCY,201,Accounting and Accountancy I,ADD,DIS,120138,"Stefani, Marisa A",2.35,0,2,3,1,6,6,2,4,5,0,5,0,1,0
36506,ACCY,201,Accounting and Accountancy I,ADE,DIS,120138,"Moradi, Maseeh",2.92,0,2,5,9,8,7,2,1,2,0,2,0,0,0
36509,ACCY,201,Accounting and Accountancy I,ADF,DIS,120138,"Smigielski, Michael A",2.73,0,1,3,8,5,14,3,1,3,0,1,0,1,0
36516,ACCY,201,Accounting and Accountancy I,ADH,DIS,120138,"McNamara, Sean M",3.05,1,5,7,10,6,3,2,0,2,0,2,0,1,0
36522,ACCY,201,Accounting and Accountancy I,ADI,DIS,120138,"Moradi, Maseeh",3.19,1,4,8,11,4,5,2,1,2,0,0,0,0,0
36526,ACCY,201,Accounting and Accountancy I,ADJ,DIS,120138,"Zhao, Weiran",2.82,0,2,5,6,6,9,6,2,1,0,2,0,0,0
36536,ACCY,201,Accounting and Accountancy I,ADL,DIS,120138,"Stefani, Marisa A",3.09,1,4,9,8,6,3,2,0,3,0,2,0,0,0
36538,ACCY,201,Accounting and Accountancy I,ADM,DIS,120138,"Smigielski, Michael A",3.06,0,4,9,4,3,7,4,1,1,0,1,0,0,1
36543,ACCY,201,Accounting and Accountancy I,ADN,DIS,120138,"Zhao, Weiran",3.06,1,3,8,14,3,2,2,2,2,0,1,0,1,0
36552,ACCY,202,Accounting and Accountancy II,AD1,DIS,120138,"Le, Nga H",3.02,1,9,6,4,10,1,3,3,3,0,1,0,1,0
36556,ACCY,202,Accounting and Accountancy II,AD2,DIS,120138,"Le, Nga H",3.32,3,13,6,11,5,1,1,2,3,0,1,0,0,0
36560,ACCY,202,Accounting and Accountancy II,AD3,DIS,120138,"Mulvihill, Brian J",3.53,3,20,6,8,3,3,1,3,0,0,0,0,0,0
36565,ACCY,202,Accounting and Accountancy II,AD4,DIS,120138,"Mulvihill, Brian J",3.55,2,18,11,6,5,2,1,1,1,0,0,0,0,0
36568,ACCY,202,Accounting and Accountancy II,AD5,DIS,120138,"Ye, Xinxin",3.3,2,12,7,10,5,4,4,2,0,0,1,0,0,0
36574,ACCY,202,Accounting and Accountancy II,AD6,DIS,120138,"Ye, Xinxin",3.23,1,8,7,11,10,4,3,2,1,0,0,0,0,1
36577,ACCY,301,Atg Measurement & Disclosure,AE1,LCD,120138,"Asante Appiah, Bright",3.27,2,4,11,9,2,6,4,1,0,0,0,0,0,0
36581,ACCY,301,Atg Measurement & Disclosure,AE2,LCD,120138,"Asante Appiah, Bright",3.44,2,10,14,2,5,5,1,0,0,0,1,0,0,0
36584,ACCY,301,Atg Measurement & Disclosure,AE3,LCD,120138,"Zhou, Hailan",3.2,1,3,11,10,7,2,2,0,0,0,1,0,1,0
36587,ACCY,301,Atg Measurement & Disclosure,AE4,LCD,120138,"Jackson, Kevin",3.27,0,7,9,8,10,2,0,1,1,0,1,0,0,0
36590,ACCY,301,Atg Measurement & Disclosure,AE5,LCD,120138,"Finnegan, Thomas",3.38,1,4,14,11,4,1,4,0,0,0,0,0,0,1
36592,ACCY,301,Atg Measurement & Disclosure,AE6,LCD,120138,"Zhou, Hailan",3.29,3,5,12,5,9,2,2,1,0,0,0,0,1,0
36598,ACCY,301,Atg Measurement & Disclosure,AE8,LCD,120138,"Jackson, Kevin",3.17,0,5,13,5,8,5,0,1,0,0,0,0,2,0
49255,ACCY,301,Atg Measurement & Disclosure,AEB,LCD,120138,"Asante Appiah, Bright",3.26,1,4,13,9,5,6,0,0,1,0,0,0,1,0
36610,ACCY,302,Decision Making for Atg,AE1,LCD,120138,"Autrey, Romana L",3.22,0,3,9,10,8,6,1,0,1,0,0,0,0,0
36614,ACCY,302,Decision Making for Atg,AE2,LCD,120138,"Autrey, Romana L",3.37,1,8,9,6,7,5,0,0,0,1,0,0,0,0
36618,ACCY,302,Decision Making for Atg,AE3,LCD,120138,"Drnevich, Dawn J",3.41,0,12,4,9,11,2,0,1,0,0,0,0,0,0
36677,ACCY,302,Decision Making for Atg,AE4,LCD,120138,"Drnevich, Dawn J",3.11,2,6,1,5,10,7,0,4,0,0,0,0,0,0
36680,ACCY,302,Decision Making for Atg,AE5,LCD,120138,"Autrey, Romana L",3.31,1,7,6,8,6,6,0,0,0,0,1,0,0,1
36688,ACCY,302,Decision Making for Atg,AE8,LCD,120138,"Chen, Xiaoling",3.56,3,13,8,4,6,4,0,0,0,0,0,0,0,0
49257,ACCY,302,Decision Making for Atg,AE9,LCD,120138,"Chen, Xiaoling",3.26,0,7,6,7,9,5,3,0,0,0,0,0,0,0
49258,ACCY,302,Decision Making for Atg,AEA,LCD,120138,"Chen, Xiaoling",3.24,1,5,7,8,8,11,0,0,0,0,0,0,0,0
36692,ACCY,303,Atg Institutions and Reg,AE1,LCD,120138,"Li, Wei",3.22,0,2,10,11,8,2,0,1,2,0,0,0,0,0
36700,ACCY,303,Atg Institutions and Reg,AE2,LCD,120138,"Li, Wei",3.43,2,13,8,7,2,1,2,0,2,0,1,0,0,0
36701,ACCY,303,Atg Institutions and Reg,AE3,LCD,120138,"Brown, Timothy J",3.58,3,13,6,8,6,2,0,0,0,0,0,0,0,0
36713,ACCY,303,Atg Institutions and Reg,AE4,LCD,120138,"Brown, Timothy J",3.46,2,9,10,3,10,2,0,1,0,0,0,0,0,0
49259,ACCY,303,Atg Institutions and Reg,AE5,LCD,120138,"Li, Wei",3.29,0,8,9,12,2,3,1,1,0,0,1,1,0,0
36703,ACCY,303,Atg Institutions and Reg,AE6,LCD,120138,"Brown, Timothy J",3.13,0,2,8,11,7,3,2,4,0,0,0,0,0,0
31317,ACCY,304,Accounting Control Systems,AE1,LCD,120138,"Wu, Martin G",3.34,3,3,5,8,8,1,2,0,0,0,0,0,0,0
31318,ACCY,304,Accounting Control Systems,AE2,LCD,120138,"Wu, Martin G",3.47,5,9,6,9,6,2,0,2,0,0,0,0,0,0
31319,ACCY,304,Accounting Control Systems,AE3,LCD,120138,"Wu, Martin G",3.29,5,5,5,6,9,7,1,1,0,0,0,0,0,0
31320,ACCY,304,Accounting Control Systems,AE4,LCD,120138,"Koo, Seung Hyun",3.6,2,12,11,3,5,1,0,1,0,0,0,0,0,0
49280,ACCY,304,Accounting Control Systems,AE5,LCD,120138,"Koo, Seung Hyun",3.08,0,5,5,7,10,1,2,3,1,0,1,0,0,0
62036,ACCY,304,Accounting Control Systems,AE6,LCD,120138,"Koo, Seung Hyun",3.2,1,6,3,6,5,2,0,1,3,0,0,0,0,0
31321,ACCY,312,Principles of Taxation,A,LCD,120138,"Bauer, Andrew M",3.05,0,5,5,2,10,5,1,2,1,1,0,0,0,0
31324,ACCY,312,Principles of Taxation,B,LCD,120138,"Bauer, Andrew M",3.35,0,10,11,5,3,2,3,2,1,0,0,0,0,0
31330,ACCY,312,Principles of Taxation,C,LCD,120138,"Bauer, Andrew M",3.45,0,8,12,4,10,1,1,0,0,0,0,0,0,1
31333,ACCY,312,Principles of Taxation,E,LCD,120138,"Donohoe, Michael P",3.11,0,2,9,6,6,3,1,0,2,0,0,1,0,0
45719,ACCY,312,Principles of Taxation,F,LCD,120138,"Donohoe, Michael P",3.47,4,9,9,2,7,5,1,0,0,0,0,0,0,0
45934,ACCY,312,Principles of Taxation,G,LCD,120138,"Donohoe, Michael P",3.27,4,2,10,6,6,3,1,1,2,0,0,0,0,0
61229,ACCY,398,Practical Problems in Atg,A,ONL,120138,"Nekrasz, Frank",,,,,,,,,,,,,,,
36758,ACCY,405,Assurance and Attestation,AE2,LCD,120138,"Bauer, Timothy D",3.34,0,5,6,17,5,1,1,0,1,0,0,0,0,0
36764,ACCY,405,Assurance and Attestation,AE3,LCD,120138,"Bauer, Timothy D",3.33,1,6,8,13,2,6,1,0,1,0,0,0,0,0
36768,ACCY,405,Assurance and Attestation,AE4,LCD,120138,"Zimbelman, Aaron F",3.4,1,7,7,8,8,0,1,0,1,0,0,0,0,0
36771,ACCY,405,Assurance and Attestation,AE5,LCD,120138,"Poziemski, Elizabeth C",3.45,1,7,8,12,7,2,0,0,0,0,0,0,0,1
36775,ACCY,405,Assurance and Attestation,AE6,LCD,120138,"Stern, Matthew T",3.33,3,8,3,9,6,6,1,1,0,0,0,0,0,0
54162,ACCY,405,Assurance and Attestation,AE7,LCD,120138,"Bauer, Timothy D",3.37,1,4,6,17,8,2,0,0,0,0,0,0,0,0
49761,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",ADV,LCD,120138,"Zhang, Li",3.21,5,6,7,9,13,13,1,2,0,0,0,0,0,0
58446,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",GRD,LCD,120138,"Sandretto, Michael J",,,,,,,,,,,,,,,
62025,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",MSB,LCD,120138,"Zhang, Li",,,,,,,,,,,,,,,
49763,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",MSF,LCD,120138,"Finnegan, Thomas",3.9,0,22,1,2,1,0,0,0,0,0,0,0,0,0
29680,ACCY,502,Accounting Analysis II,A,LCD,120138,"Schwartz, Rachel",3.84,6,18,9,1,2,0,0,0,0,0,0,0,0,0
31334,ACCY,502,Accounting Analysis II,B,LCD,120138,"Schwartz, Rachel",3.72,6,16,6,6,1,0,2,0,0,0,0,0,0,0
61232,ACCY,502,Accounting Analysis II,C,LCD,120138,"Schwartz, Rachel",3.7,6,18,3,2,2,1,0,1,0,1,0,0,0,0
31335,ACCY,503,Managerial Accounting,A,LCD,120138,"Venugopalan, Raghunathan",3.63,0,13,13,9,4,0,0,0,0,0,0,0,0,0
39540,ACCY,503,Managerial Accounting,B,LCD,120138,"Venugopalan, Raghunathan",3.68,0,18,10,11,1,1,0,0,0,0,0,0,0,0
31339,ACCY,505,Federal Taxation,A,LCD,120138,"Finnegan, Thomas",3.76,0,27,16,7,3,0,0,0,0,0,0,0,0,0
31341,ACCY,505,Federal Taxation,B,LCD,120138,"Finnegan, Thomas",3.72,0,25,12,7,3,0,0,1,0,0,0,0,0,0
54993,ACCY,505,Federal Taxation,C,LCD,120138,"Finnegan, Thomas",3.81,0,28,9,5,2,0,0,0,0,0,0,0,0,0
46973,ACCY,510,Financial Reporting Standards,A,LCD,120138,"Beck, Paul J",3.1,0,4,2,5,15,10,0,0,0,0,0,0,0,0
46974,ACCY,510,Financial Reporting Standards,B,LCD,120138,"Beck, Paul J",3.01,1,2,2,0,16,6,0,2,0,0,0,0,0,0
46975,ACCY,510,Financial Reporting Standards,C,LCD,120138,"Beck, Paul J",2.76,0,1,0,2,7,20,0,3,0,0,0,0,0,0
49275,ACCY,510,Financial Reporting Standards,D,LCD,120138,"Polinski, Paul W",3.33,0,5,10,7,10,5,0,0,0,0,0,0,0,0
61974,ACCY,510,Financial Reporting Standards,E,LCD,120138,"Polinski, Paul W",3.54,0,11,9,7,9,0,0,0,0,0,0,0,0,0
62037,ACCY,510,Financial Reporting Standards,F,LCD,120138,"Polinski, Paul W",3.63,0,14,8,3,6,1,0,0,0,0,0,0,0,0
49276,ACCY,511,Risk Measurement/Reporting I,E,LCD,120138,"Abdel-Khalik, Ahmed R",3.41,0,5,8,12,8,1,0,0,0,0,0,0,0,0
51813,ACCY,512,Risk Measurement/Reporting II,A,LCD,120138,"Chandler, John S",3.91,4,33,5,2,1,0,0,0,0,0,0,0,0,0
51814,ACCY,512,Risk Measurement/Reporting II,B,LCD,120138,"Chandler, John S",3.85,3,27,8,6,0,0,0,0,0,0,0,0,0,0
51815,ACCY,512,Risk Measurement/Reporting II,C,LCD,120138,"Chandler, John S",3.75,6,20,11,7,2,1,0,0,0,0,0,0,0,0
51816,ACCY,512,Risk Measurement/Reporting II,D,LCD,120138,"Hecht, Gary W",3.74,0,24,12,5,2,0,0,1,0,0,0,0,0,0
51817,ACCY,512,Risk Measurement/Reporting II,E,LCD,120138,"Chandler, John S",3.82,7,21,10,7,0,0,0,0,0,0,0,0,0,0
51818,ACCY,512,Risk Measurement/Reporting II,F,LCD,120138,"Hecht, Gary W",3.68,0,17,18,4,4,1,0,0,0,0,0,0,0,0
46977,ACCY,515,Auditing & Assurance Standards,A,LCD,120138,"Hobson, Jessen L",3.59,0,12,6,6,5,1,0,0,0,0,0,0,0,0
46978,ACCY,515,Auditing & Assurance Standards,B,LCD,120138,"Hobson, Jessen L",3.42,0,10,7,8,9,2,0,1,0,0,0,0,0,0
54477,ACCY,515,Auditing & Assurance Standards,C,LCD,120138,"Hobson, Jessen L",3.42,0,7,8,5,7,0,0,0,0,0,0,1,0,0
31373,ACCY,517,Financial Statement Analysis,A,LCD,120138,"Ibrahim, Adel Nematallah",3.67,0,16,5,3,5,1,0,0,0,0,0,0,0,0
31377,ACCY,517,Financial Statement Analysis,B,LCD,120138,"Ibrahim, Adel Nematallah",3.41,0,8,3,5,7,3,0,0,0,0,0,0,0,0
31381,ACCY,551,Corporate Income Taxation,A,LCD,120138,"Sternburg, Thomas",,,,,,,,,,,,,,,
31382,ACCY,551,Corporate Income Taxation,B,LCD,120138,"Sternburg, Thomas",3.14,0,1,3,5,15,3,0,0,0,0,0,0,0,0
42000,ACCY,551,Corporate Income Taxation,C,LCD,120138,"Sternburg, Thomas",3.29,0,6,1,3,14,1,0,0,0,0,0,0,0,0
44169,ACCY,552,Partnership Income Taxation,CHI,LCD,120138,"Guzman, Laura",3.38,4,7,0,5,10,1,2,0,0,0,0,0,0,0
60931,ACCY,554,International Taxation,CHI,LCD,120138,"Engle, Howard S",3.47,3,8,2,3,9,2,0,0,0,0,0,0,0,0
54570,ACCY,556,Tax Research,A,LCD,120138,"Varadharajan, Anupama",3.49,2,7,9,5,6,3,0,0,0,0,0,0,0,0
31384,ACCY,556,Tax Research,B,LCD,120138,"Varadharajan, Anupama",3.54,6,6,9,9,7,1,0,0,0,0,0,0,0,0
60932,ACCY,558,Taxation of Closely-Held Bus.,CHI,LCD,120138,"Whitlock, Brian T",3.82,1,16,9,2,1,0,0,0,0,0,0,0,0,0
47788,ACCY,585,Constructs in Atg Research,A,LCD,120138,"Abdel-Khalik, Ahmed R",,,,,,,,,,,,,,,
29682,ACCY,592,Intro to ACCY Research,A,LCD,120138,"Hecht, Gary W",,,,,,,,,,,,,,,
45793,ACCY,593,Special Research Problems,AT1,LCD,120138,"Ahmed, Waqar",3.37,3,9,3,5,13,3,0,1,0,0,0,0,0,0
48244,ACCY,593,Special Research Problems,AT2,LCD,120138,"Ahmed, Waqar",3.63,3,11,7,7,4,1,0,0,0,0,0,0,0,0
36837,ACCY,593,Special Research Problems,AT3,LCD,120138,"Ziegler, Richard E",3.72,7,15,7,2,7,0,0,0,0,0,0,0,0,0
54478,ACCY,593,Special Research Problems,FR,LCD,120138,"Nekrasz, Frank",3.93,14,16,2,1,1,0,0,0,0,0,0,0,0,0
36844,ACCY,593,Special Research Problems,FR2,LCD,120138,"Nekrasz, Frank",3.96,14,19,2,1,0,0,0,0,0,0,0,0,0,0
42664,ACCY,593,Special Research Problems,S,CNF,120138,"Sougiannis, Theodore",,,,,,,,,,,,,,,
36724,ACE,100,Agr Cons and Resource Econ,AD1,DIS,120138,"Gundersen, Lisa C",2.9,2,4,4,3,4,4,3,2,1,0,0,0,2,0
36726,ACE,100,Agr Cons and Resource Econ,AD2,DIS,120138,"Gundersen, Lisa C",2.65,3,1,2,6,5,1,3,1,1,1,4,0,1,0
36727,ACE,100,Agr Cons and Resource Econ,AD3,DIS,120138,"Gundersen, Lisa C",2.7,0,5,3,5,3,0,2,3,3,1,2,0,1,0
36730,ACE,100,Agr Cons and Resource Econ,AD4,DIS,120138,"Gundersen, Lisa C",3.1,4,6,2,1,4,0,4,5,1,0,0,0,0,0
36732,ACE,100,Agr Cons and Resource Econ,AD5,DIS,120138,"Gundersen, Lisa C",2.62,3,3,2,3,3,4,0,5,1,4,0,1,1,0
36734,ACE,100,Agr Cons and Resource Econ,AD6,DIS,120138,"Gundersen, Lisa C",2.94,6,1,4,3,3,4,2,3,0,1,1,0,1,0
36735,ACE,100,Agr Cons and Resource Econ,AD7,DIS,120138,"Gundersen, Lisa C",2.8,3,4,5,2,1,2,3,3,3,2,2,0,0,0
56843,ACE,100,Agr Cons and Resource Econ,AD8,DIS,120138,"Gundersen, Lisa C",2.69,4,2,2,4,3,3,4,1,1,0,0,1,3,0
36729,ACE,100,Agr Cons and Resource Econ,BD1,DIS,120138,"Bullock, David S",,,,,,,,,,,,,,,
36745,ACE,161,Microcomputer Applications,A,LBD,120138,"Rogalla, Valerie",3.04,0,8,0,0,12,0,0,1,0,0,3,0,0,0
36736,ACE,161,Microcomputer Applications,C1,LBD,120138,"Lo, Alexander C",3.71,0,18,0,0,5,0,0,1,0,0,0,0,0,0
36747,ACE,161,Microcomputer Applications,C2,LBD,120138,"Rogalla, Valerie",3.09,0,11,0,0,7,0,0,1,0,0,1,0,2,0
36749,ACE,161,Microcomputer Applications,E,LBD,120138,"Lo, Alexander C",3.84,0,21,0,0,4,0,0,0,0,0,0,0,0,0
36738,ACE,161,Microcomputer Applications,F,LBD,120138,"Lo, Alexander C",3.6,0,17,0,0,6,0,0,2,0,0,0,0,0,0
36750,ACE,161,Microcomputer Applications,G,LBD,120138,"Lo, Alexander C",3.72,0,21,0,0,2,0,0,1,0,0,1,0,0,0
36739,ACE,161,Microcomputer Applications,L1,LBD,120138,"Lo, Alexander C",3.83,0,20,0,0,4,0,0,0,0,0,0,0,0,0
36751,ACE,161,Microcomputer Applications,L2,ONL,120138,"Rogalla, Valerie",3.64,0,15,0,0,6,0,0,1,0,0,0,0,0,0
36741,ACE,161,Microcomputer Applications,N1,LBD,120138,"Lo, Alexander C",3.76,0,20,0,0,4,0,0,1,0,0,0,0,0,0
36752,ACE,161,Microcomputer Applications,N2,ONL,120138,"Rogalla, Valerie",3.61,0,18,0,0,3,0,0,1,0,0,0,0,1,0
36742,ACE,161,Microcomputer Applications,R,LBD,120138,"Rogalla, Valerie",2.92,0,8,0,0,9,0,0,4,0,0,3,0,0,0
36744,ACE,161,Microcomputer Applications,T,LBD,120138,"Rogalla, Valerie",3.59,0,16,0,0,4,0,0,1,0,0,1,0,0,0
61499,ACE,199,Multimedia Videography Project,MVP,LAB,120138,"Barnard, Jessa M",3.85,0,16,5,3,0,0,0,0,0,0,0,0,0,0
58547,ACE,199,Introduction to Sales,SPS,CNF,120138,"Irani, Kaizad R",,,,,,,,,,,,,,,
61563,ACE,210,Environmental Economics,AL1,LEC,120138,"Ando, Amy W",3.24,7,39,20,24,27,6,8,12,1,2,1,0,2,3
29698,ACE,222,Agricultural Marketing,S,LCD,120138,"Stoddard, Paul B",3.37,24,47,34,20,31,16,6,4,3,3,2,0,1,0
51717,ACE,240,Personal Financial Planning,AL1,LEC,120138,"Stoddard, Paul B",3.37,6,39,37,29,23,9,3,3,3,1,1,1,1,0
49101,ACE,251,The World Food Economy,AL1,LEC,120138,"Baylis, Katherine R",3.25,21,24,24,23,25,17,7,9,1,1,1,0,2,0
49417,ACE,255,Econ of US Rural Poverty & Dev,M,LCD,120138,"Allen-Smith, Joyce E",3.06,1,3,4,4,7,1,0,2,1,0,0,0,1,0
31419,ACE,261,Applied Statistical Methods,AL1,LEC,120138,"Nasr, Raoul E",2.94,1,12,9,8,17,12,4,10,3,1,2,0,0,0
52038,ACE,306,Food Law,P,LCD,120138,"Schlessinger, Lisa R",3.68,10,11,9,3,3,0,0,2,0,0,0,0,0,0
44207,ACE,341,Contemp Issues in AgAccy&Fin,G,LCD,120138,"Finnegan, Ann B",,,,,,,,,,,,,,,
53592,ACE,345,Finan Decision Indiv Sm Bus,X,LCD,120138,"Paulson, Nicholas D",3.55,0,63,16,13,17,5,2,4,1,0,0,1,0,0
60156,ACE,346,Tax Policy and Finan Planning,A,LCD,120138,"Breen, John",3.51,3,15,9,2,4,2,4,1,0,0,0,0,0,0
60119,ACE,398,Issues in Agribus Mkts & Mgmt,AMM,LCD,120138,"Barnard, Jessa M",3.77,12,6,2,2,0,0,0,0,0,0,0,1,0,0
59183,ACE,398,App Tools/Concepts Bus Plng,BP,LCD,120138,"Paulson, Nicholas D",,,,,,,,,,,,,,,
57768,ACE,398,Contemp Issues Financial Plng,CFP,LCD,120138,"Miller, Theresa S",3.83,0,16,5,2,1,0,0,0,0,0,0,0,0,0
60144,ACE,398,Contemporary Issues in Policy,CIP,LCD,120138,"Finnegan, Ann B",3.89,4,17,0,0,0,0,0,0,1,0,0,0,0,0
61498,ACE,398,Food Marketing and Behavior,FMB,LCD,120138,"Ellison, Brenna",3.9,3,17,6,1,0,0,0,0,0,0,0,0,0,0
43123,ACE,428,Commodity Futures and Options,T,LCD,120138,"Peterson, Paul E",3.17,5,20,16,16,14,9,8,4,1,0,1,0,3,0
57775,ACE,432,Farm Management,M,LCD,120138,"Hornbaker, Robert H",,,,,,,,,,,,,,,
51727,ACE,444,Finan Serv & Invest Plan,GR,LCD,120138,"Schnitkey, Gary D",,,,,,,,,,,,,,,
56181,ACE,444,Finan Serv & Invest Plan,GR2,LCD,120138,"Schnitkey, Gary D",3.37,1,14,9,7,7,3,2,1,0,0,0,0,1,0
51922,ACE,447,Case Stud Agr Accy & Fin Plan,C,LCD,120138,"Ellinger, Paul N",3.72,3,17,10,3,2,1,1,0,0,0,0,0,0,0
36266,ACE,454,Econ Dev of Tropical Africa,GR,LCD,120138,"Allen-Smith, Joyce E",2.56,0,3,4,2,12,6,3,8,1,1,1,1,2,0
56174,ACE,455,Intl Trade in Food and Agr,M,LCD,120138,"Ando, Amy W",3.05,0,3,14,12,6,8,7,5,1,0,0,0,0,0
61497,ACE,471,Consumer Economic Policy,B,LCD,120138,"Gundersen, Lisa C",2.86,2,3,4,4,2,2,3,1,2,2,0,0,1,0
36268,ACE,476,Family Economics,UG,LCD,120138,"Beller, Andrea H",3.24,4,8,9,8,7,3,5,1,3,0,0,0,0,0
29725,ACE,500,Applied Economic Theory,B,LCD,120138,"Mallory, Mindy L",,,,,,,,,,,,,,,
29727,ACE,501,Risk and Info: Theory and App,C,LCD,120138,"Nelson, Charles H",,,,,,,,,,,,,,,
29722,ACE,527,Advanced Price Analysis,Q,LCD,120138,"Garcia, Philip",,,,,,,,,,,,,,,
47371,ACE,556,Agr Policy and Political Econ,Q,LCD,120138,"Bullock, David S",,,,,,,,,,,,,,,
